holiday,rain_1h,snow_1h,cloud_coverage_percentage,weather_main,weather_description,date_time,traffic_volume,year,month,hour,weekday,is_weekend,temp_celsius
,0.0,0.0,1,Clear,sky is clear,2014-05-10 00:00:00,2081,2014,5,0,Saturday,True,7.22
,0.0,0.0,1,Clear,sky is clear,2014-05-10 01:00:00,957,2014,5,1,Saturday,True,6.5
,0.0,0.0,1,Clear,sky is clear,2014-05-10 02:00:00,682,2014,5,2,Saturday,True,5.94
,0.0,0.0,1,Clear,sky is clear,2014-05-10 03:00:00,439,2014,5,3,Saturday,True,5.73
,0.0,0.0,0,Clear,sky is clear,2014-05-10 04:00:00,385,2014,5,4,Saturday,True,5.15
,0.0,0.0,1,Clear,sky is clear,2014-05-10 04:00:00,385,2014,5,4,Saturday,True,5.28
,0.0,0.0,1,Clear,sky is clear,2014-05-10 05:00:00,755,2014,5,5,Saturday,True,4.85
,0.0,0.0,12,Mist,mist,2014-05-10 06:00:00,1395,2014,5,6,Saturday,True,4.59
,0.0,0.0,12,Mist,mist,2014-05-10 07:00:00,2157,2014,5,7,Saturday,True,5.23
,0.0,0.0,12,Clouds,few clouds,2014-05-10 08:00:00,3113,2014,5,8,Saturday,True,9.1
,0.0,0.0,64,Clouds,broken clouds,2014-05-10 09:00:00,4199,2014,5,9,Saturday,True,11.08
,0.0,0.0,64,Clouds,broken clouds,2014-05-10 10:00:00,4421,2014,5,10,Saturday,True,13.27
,0.0,0.0,64,Clouds,broken clouds,2014-05-10 11:00:00,4638,2014,5,11,Saturday,True,13.79
,0.0,0.0,76,Clouds,broken clouds,2014-05-10 12:00:00,5039,2014,5,12,Saturday,True,17.13
,0.0,0.0,76,Clouds,broken clouds,2014-05-10 13:00:00,4917,2014,5,13,Saturday,True,18.97
,0.0,0.0,1,Clear,sky is clear,2014-05-10 14:00:00,4815,2014,5,14,Saturday,True,20.09
,0.0,0.0,90,Clouds,overcast clouds,2014-05-10 15:00:00,4680,2014,5,15,Saturday,True,20.43
,0.0,0.0,40,Clouds,scattered clouds,2014-05-10 16:00:00,4644,2014,5,16,Saturday,True,20.63
,0.34,0.0,90,Rain,moderate rain,2014-05-10 17:00:00,4534,2014,5,17,Saturday,True,19.59
,0.25,0.0,76,Rain,light rain or drizzle,2014-05-10 18:00:00,4003,2014,5,18,Saturday,True,17.94
,0.25,0.0,40,Rain,light rain or drizzle,2014-05-10 19:00:00,3456,2014,5,19,Saturday,True,17.4
,0.25,0.0,40,Thunderstorm,thunderstorm,2014-05-10 19:00:00,3456,2014,5,19,Saturday,True,17.4
,0.51,0.0,90,Rain,light rain or drizzle,2014-05-10 20:00:00,2890,2014,5,20,Saturday,True,16.29
,0.51,0.0,90,Thunderstorm,thunderstorm,2014-05-10 20:00:00,2890,2014,5,20,Saturday,True,16.29
,0.98,0.0,90,Rain,moderate rain,2014-05-10 21:00:00,3024,2014,5,21,Saturday,True,14.54
,0.98,0.0,90,Drizzle,light rain or drizzle,2014-05-10 21:00:00,3024,2014,5,21,Saturday,True,14.54
,0.5,0.0,90,Rain,light rain or drizzle,2014-05-10 22:00:00,2568,2014,5,22,Saturday,True,13.54
,0.5,0.0,90,Drizzle,light rain or drizzle,2014-05-10 22:00:00,2568,2014,5,22,Saturday,True,13.54
,0.41,0.0,36,Rain,moderate rain,2014-05-10 23:00:00,1762,2014,5,23,Saturday,True,13.12
,0.31,0.0,1,Rain,light rain or drizzle,2014-05-11 00:00:00,1150,2014,5,0,Sunday,True,12.58
,0.42,0.0,1,Rain,light rain or drizzle,2014-05-11 01:00:00,773,2014,5,1,Sunday,True,12.06
,0.42,0.0,1,Mist,mist,2014-05-11 01:00:00,773,2014,5,1,Sunday,True,12.06
,0.25,0.0,1,Rain,light rain or drizzle,2014-05-11 02:00:00,550,2014,5,2,Sunday,True,11.53
,0.0,0.0,90,Fog,fog,2014-05-11 03:00:00,326,2014,5,3,Sunday,True,10.67
,0.0,0.0,90,Mist,mist,2014-05-11 03:00:00,326,2014,5,3,Sunday,True,10.67
,0.25,0.0,75,Rain,light rain or drizzle,2014-05-11 04:00:00,265,2014,5,4,Sunday,True,9.5
,0.25,0.0,75,Mist,mist,2014-05-11 04:00:00,265,2014,5,4,Sunday,True,9.5
,0.25,0.0,75,Fog,fog,2014-05-11 04:00:00,265,2014,5,4,Sunday,True,9.5
,0.0,0.0,90,Fog,fog,2014-05-11 05:00:00,494,2014,5,5,Sunday,True,8.94
,0.0,0.0,90,Mist,mist,2014-05-11 05:00:00,494,2014,5,5,Sunday,True,8.94
,0.0,0.0,75,Fog,fog,2014-05-11 06:00:00,790,2014,5,6,Sunday,True,8.86
,0.0,0.0,75,Mist,mist,2014-05-11 06:00:00,790,2014,5,6,Sunday,True,8.86
,0.0,0.0,1,Mist,mist,2014-05-11 07:00:00,1206,2014,5,7,Sunday,True,10.0
,0.0,0.0,1,Mist,mist,2014-05-11 08:00:00,1927,2014,5,8,Sunday,True,12.24
,0.0,0.0,1,Haze,haze,2014-05-11 09:00:00,2904,2014,5,9,Sunday,True,13.84
,0.0,0.0,1,Clear,sky is clear,2014-05-11 10:00:00,3705,2014,5,10,Sunday,True,15.75
,0.25,0.0,1,Rain,light rain or drizzle,2014-05-11 11:00:00,4127,2014,5,11,Sunday,True,17.01
,0.0,0.0,92,Clouds,overcast clouds,2014-05-11 12:00:00,4492,2014,5,12,Sunday,True,18.55
,0.0,0.0,75,Clouds,broken clouds,2014-05-11 13:00:00,4538,2014,5,13,Sunday,True,18.92
,0.0,0.0,90,Clouds,overcast clouds,2014-05-11 14:00:00,4438,2014,5,14,Sunday,True,18.83
,0.0,0.0,90,Clouds,overcast clouds,2014-05-11 15:00:00,4529,2014,5,15,Sunday,True,19.45
,0.0,0.0,92,Rain,light rain or drizzle,2014-05-11 16:00:00,4438,2014,5,16,Sunday,True,19.69
,0.0,0.0,90,Clouds,overcast clouds,2014-05-11 17:00:00,4224,2014,5,17,Sunday,True,20.26
,0.0,0.0,90,Clouds,overcast clouds,2014-05-11 18:00:00,3989,2014,5,18,Sunday,True,20.24
,0.0,0.0,92,Rain,moderate rain,2014-05-11 19:00:00,3459,2014,5,19,Sunday,True,20.08
,0.0,0.0,92,Rain,moderate rain,2014-05-11 20:00:00,3115,2014,5,20,Sunday,True,14.75
,0.51,0.0,40,Rain,light rain or drizzle,2014-05-11 21:00:00,2616,2014,5,21,Sunday,True,18.64
,0.51,0.0,40,Thunderstorm,thunderstorm,2014-05-11 21:00:00,2616,2014,5,21,Sunday,True,18.64
,0.77,0.0,90,Rain,light rain or drizzle,2014-05-11 22:00:00,1746,2014,5,22,Sunday,True,17.49
,0.77,0.0,90,Thunderstorm,thunderstorm,2014-05-11 22:00:00,1746,2014,5,22,Sunday,True,17.49
,2.98,0.0,90,Rain,heavy rain,2014-05-11 23:00:00,1039,2014,5,23,Sunday,True,15.89
,2.98,0.0,90,Mist,mist,2014-05-11 23:00:00,1039,2014,5,23,Sunday,True,15.89
,3.41,0.0,92,Rain,heavy rain,2014-05-12 00:00:00,530,2014,5,0,Monday,False,15.37
,3.41,0.0,92,Mist,mist,2014-05-12 00:00:00,530,2014,5,0,Monday,False,15.37
,4.76,0.0,90,Rain,heavy rain,2014-05-12 01:00:00,267,2014,5,1,Monday,False,15.41
,4.76,0.0,90,Thunderstorm,thunderstorm,2014-05-12 01:00:00,267,2014,5,1,Monday,False,15.41
,4.76,0.0,90,Mist,mist,2014-05-12 01:00:00,267,2014,5,1,Monday,False,15.41
,4.89,0.0,90,Rain,heavy rain,2014-05-12 02:00:00,260,2014,5,2,Monday,False,15.65
,4.89,0.0,90,Mist,mist,2014-05-12 02:00:00,260,2014,5,2,Monday,False,15.65
,0.93,0.0,90,Rain,moderate rain,2014-05-12 03:00:00,315,2014,5,3,Monday,False,14.96
,0.51,0.0,90,Rain,light rain or drizzle,2014-05-12 04:00:00,780,2014,5,4,Monday,False,14.28
,0.51,0.0,90,Drizzle,light rain or drizzle,2014-05-12 04:00:00,780,2014,5,4,Monday,False,14.28
,0.25,0.0,90,Rain,light rain or drizzle,2014-05-12 05:00:00,2740,2014,5,5,Monday,False,14.33
,0.0,0.0,90,Mist,mist,2014-05-12 06:00:00,5800,2014,5,6,Monday,False,14.27
,0.51,0.0,90,Rain,light rain or drizzle,2014-05-12 07:00:00,6676,2014,5,7,Monday,False,13.35
,0.51,0.0,90,Mist,mist,2014-05-12 07:00:00,6676,2014,5,7,Monday,False,13.35
,0.76,0.0,56,Rain,light rain or drizzle,2014-05-12 08:00:00,5747,2014,5,8,Monday,False,13.66
,0.76,0.0,56,Mist,mist,2014-05-12 08:00:00,5747,2014,5,8,Monday,False,13.66
,0.0,0.0,80,Mist,mist,2014-05-12 09:00:00,4870,2014,5,9,Monday,False,14.08
,1.78,0.0,80,Rain,moderate rain,2014-05-12 10:00:00,4385,2014,5,10,Monday,False,14.33
,1.78,0.0,80,Mist,mist,2014-05-12 10:00:00,4385,2014,5,10,Monday,False,14.33
,0.3,0.0,90,Rain,light rain or drizzle,2014-05-12 11:00:00,4556,2014,5,11,Monday,False,14.45
,0.3,0.0,90,Mist,mist,2014-05-12 11:00:00,4556,2014,5,11,Monday,False,14.45
,0.3,0.0,90,Drizzle,light rain or drizzle,2014-05-12 11:00:00,4556,2014,5,11,Monday,False,14.45
,0.0,0.0,90,Rain,light rain or drizzle,2014-05-12 12:00:00,4895,2014,5,12,Monday,False,13.9
,0.0,0.0,90,Mist,mist,2014-05-12 12:00:00,4895,2014,5,12,Monday,False,13.9
,0.0,0.0,90,Drizzle,light rain or drizzle,2014-05-12 12:00:00,4895,2014,5,12,Monday,False,13.9
,0.25,0.0,32,Rain,light rain or drizzle,2014-05-12 13:00:00,4902,2014,5,13,Monday,False,12.78
,0.25,0.0,32,Mist,mist,2014-05-12 13:00:00,4902,2014,5,13,Monday,False,12.78
,0.0,0.0,32,Mist,mist,2014-05-12 14:00:00,5156,2014,5,14,Monday,False,13.75
,0.0,0.0,44,Clouds,scattered clouds,2014-05-12 15:00:00,5760,2014,5,15,Monday,False,16.24
,0.0,0.0,44,Mist,mist,2014-05-12 16:00:00,6290,2014,5,16,Monday,False,13.19
,0.56,0.0,90,Rain,light rain or drizzle,2014-05-12 17:00:00,5899,2014,5,17,Monday,False,12.24
,0.56,0.0,90,Mist,mist,2014-05-12 17:00:00,5899,2014,5,17,Monday,False,12.24
,0.43,0.0,90,Rain,moderate rain,2014-05-12 18:00:00,4298,2014,5,18,Monday,False,11.53
,0.43,0.0,90,Mist,mist,2014-05-12 18:00:00,4298,2014,5,18,Monday,False,11.53
,0.43,0.0,90,Drizzle,light rain or drizzle,2014-05-12 18:00:00,4298,2014,5,18,Monday,False,11.53
,0.34,0.0,68,Rain,moderate rain,2014-05-12 19:00:00,3093,2014,5,19,Monday,False,11.1
,0.34,0.0,68,Drizzle,light rain or drizzle,2014-05-12 19:00:00,3093,2014,5,19,Monday,False,11.1
,0.34,0.0,68,Mist,mist,2014-05-12 19:00:00,3093,2014,5,19,Monday,False,11.1
,0.0,0.0,68,Clouds,broken clouds,2014-05-12 20:00:00,2690,2014,5,20,Monday,False,13.43
,0.91,0.0,90,Rain,light rain or drizzle,2014-05-12 21:00:00,2331,2014,5,21,Monday,False,9.73
,1.28,0.0,90,Rain,moderate rain,2014-05-12 22:00:00,1466,2014,5,22,Monday,False,9.47
,0.25,0.0,90,Rain,light rain or drizzle,2014-05-12 23:00:00,922,2014,5,23,Monday,False,9.42
,0.25,0.0,90,Rain,light rain or drizzle,2014-05-13 00:00:00,542,2014,5,0,Tuesday,False,9.46
,0.25,0.0,90,Mist,mist,2014-05-13 00:00:00,542,2014,5,0,Tuesday,False,9.46
,0.0,0.0,92,Clouds,overcast clouds,2014-05-13 01:00:00,354,2014,5,1,Tuesday,False,9.37
,0.0,0.0,90,Clouds,overcast clouds,2014-05-13 02:00:00,265,2014,5,2,Tuesday,False,9.15
,0.34,0.0,90,Rain,light rain or drizzle,2014-05-13 03:00:00,350,2014,5,3,Tuesday,False,8.66
,0.0,0.0,64,Clouds,broken clouds,2014-05-13 04:00:00,797,2014,5,4,Tuesday,False,8.43
,0.25,0.0,90,Rain,light rain or drizzle,2014-05-13 05:00:00,2871,2014,5,5,Tuesday,False,8.29
,0.0,0.0,90,Clouds,overcast clouds,2014-05-13 06:00:00,6095,2014,5,6,Tuesday,False,7.94
,0.0,0.0,64,Clouds,broken clouds,2014-05-13 07:00:00,6647,2014,5,7,Tuesday,False,7.89
,0.0,0.0,64,Clouds,broken clouds,2014-05-13 08:00:00,6086,2014,5,8,Tuesday,False,7.99
,0.25,0.0,56,Rain,light rain or drizzle,2014-05-13 09:00:00,5181,2014,5,9,Tuesday,False,8.03
,0.0,0.0,56,Clouds,broken clouds,2014-05-13 10:00:00,4506,2014,5,10,Tuesday,False,8.17
,0.0,0.0,56,Clouds,broken clouds,2014-05-13 11:00:00,4805,2014,5,11,Tuesday,False,8.52
,0.0,0.0,44,Clouds,scattered clouds,2014-05-13 12:00:00,4929,2014,5,12,Tuesday,False,11.27
,0.0,0.0,44,Clouds,scattered clouds,2014-05-13 13:00:00,5031,2014,5,13,Tuesday,False,10.11
,0.0,0.0,44,Clouds,scattered clouds,2014-05-13 14:00:00,5395,2014,5,14,Tuesday,False,10.44
,0.25,0.0,32,Rain,light rain or drizzle,2014-05-13 15:00:00,6110,2014,5,15,Tuesday,False,10.88
,0.0,0.0,32,Clouds,scattered clouds,2014-05-13 16:00:00,6908,2014,5,16,Tuesday,False,10.75
,0.0,0.0,75,Clouds,broken clouds,2014-05-13 17:00:00,6766,2014,5,17,Tuesday,False,10.82
,0.25,0.0,75,Rain,light rain or drizzle,2014-05-13 18:00:00,4817,2014,5,18,Tuesday,False,11.14
,0.0,0.0,32,Clouds,scattered clouds,2014-05-13 19:00:00,3484,2014,5,19,Tuesday,False,11.0
,0.0,0.0,32,Clouds,scattered clouds,2014-05-13 20:00:00,2816,2014,5,20,Tuesday,False,10.29
,0.0,0.0,0,Clear,sky is clear,2014-05-13 21:00:00,2413,2014,5,21,Tuesday,False,8.37
,0.0,0.0,1,Clear,sky is clear,2014-05-13 22:00:00,1957,2014,5,22,Tuesday,False,8.62
,0.25,0.0,1,Rain,light rain or drizzle,2014-05-13 23:00:00,3759,2014,5,23,Tuesday,False,7.53
,0.0,0.0,1,Clear,sky is clear,2014-05-14 00:00:00,1035,2014,5,0,Wednesday,False,6.48
,0.0,0.0,0,Clear,sky is clear,2014-05-14 01:00:00,472,2014,5,1,Wednesday,False,5.24
,0.0,0.0,1,Clear,sky is clear,2014-05-14 02:00:00,313,2014,5,2,Wednesday,False,5.07
,0.0,0.0,0,Clear,sky is clear,2014-05-14 03:00:00,371,2014,5,3,Wednesday,False,3.38
,0.0,0.0,1,Clear,sky is clear,2014-05-14 04:00:00,825,2014,5,4,Wednesday,False,4.15
,0.0,0.0,1,Clear,sky is clear,2014-05-14 05:00:00,2846,2014,5,5,Wednesday,False,3.51
,0.0,0.0,1,Clear,sky is clear,2014-05-14 06:00:00,6076,2014,5,6,Wednesday,False,3.27
,0.0,0.0,0,Clear,sky is clear,2014-05-14 07:00:00,6715,2014,5,7,Wednesday,False,4.63
,0.0,0.0,0,Clear,sky is clear,2014-05-14 08:00:00,6228,2014,5,8,Wednesday,False,6.98
,0.0,0.0,20,Clouds,few clouds,2014-05-14 09:00:00,5222,2014,5,9,Wednesday,False,8.84
,0.0,0.0,20,Clouds,few clouds,2014-05-14 10:00:00,4842,2014,5,10,Wednesday,False,11.62
,0.25,0.0,40,Rain,light rain or drizzle,2014-05-14 11:00:00,4831,2014,5,11,Wednesday,False,12.62
,0.0,0.0,20,Clouds,few clouds,2014-05-14 12:00:00,5103,2014,5,12,Wednesday,False,13.53
,0.0,0.0,20,Clouds,few clouds,2014-05-14 13:00:00,5200,2014,5,13,Wednesday,False,13.85
,0.0,0.0,20,Clouds,few clouds,2014-05-14 14:00:00,5457,2014,5,14,Wednesday,False,14.02
,0.0,0.0,75,Clouds,broken clouds,2014-05-14 15:00:00,6070,2014,5,15,Wednesday,False,14.38
,0.0,0.0,40,Clouds,scattered clouds,2014-05-14 16:00:00,6825,2014,5,16,Wednesday,False,14.66
,0.0,0.0,64,Clouds,broken clouds,2014-05-14 17:00:00,6783,2014,5,17,Wednesday,False,14.55
,0.0,0.0,40,Clouds,scattered clouds,2014-05-14 18:00:00,5125,2014,5,18,Wednesday,False,13.76
,0.0,0.0,8,Clear,sky is clear,2014-05-14 19:00:00,3679,2014,5,19,Wednesday,False,13.11
,0.0,0.0,8,Clear,sky is clear,2014-05-14 20:00:00,3231,2014,5,20,Wednesday,False,11.75
,0.0,0.0,40,Clouds,scattered clouds,2014-05-14 21:00:00,3068,2014,5,21,Wednesday,False,10.31
,0.0,0.0,40,Clouds,scattered clouds,2014-05-14 22:00:00,2257,2014,5,22,Wednesday,False,8.77
,0.0,0.0,75,Clouds,broken clouds,2014-05-14 23:00:00,1222,2014,5,23,Wednesday,False,7.92
,0.0,0.0,0,Clear,sky is clear,2014-05-15 00:00:00,721,2014,5,0,Thursday,False,4.05
,0.25,0.0,40,Rain,light rain or drizzle,2014-05-15 01:00:00,344,2014,5,1,Thursday,False,6.26
,0.25,0.0,40,Rain,light rain or drizzle,2014-05-15 02:00:00,289,2014,5,2,Thursday,False,5.69
,0.0,0.0,90,Clouds,overcast clouds,2014-05-15 03:00:00,361,2014,5,3,Thursday,False,4.85
,0.0,0.0,90,Clouds,overcast clouds,2014-05-15 04:00:00,823,2014,5,4,Thursday,False,4.67
,0.0,0.0,90,Clouds,overcast clouds,2014-05-15 05:00:00,2912,2014,5,5,Thursday,False,4.45
,0.0,0.0,90,Clouds,overcast clouds,2014-05-15 06:00:00,5978,2014,5,6,Thursday,False,4.32
,0.0,0.0,90,Clouds,overcast clouds,2014-05-15 07:00:00,6875,2014,5,7,Thursday,False,4.57
,0.0,0.0,56,Clouds,broken clouds,2014-05-15 08:00:00,6211,2014,5,8,Thursday,False,5.49
,0.0,0.0,1,Clear,sky is clear,2014-05-15 09:00:00,5670,2014,5,9,Thursday,False,7.08
,0.0,0.0,32,Clouds,scattered clouds,2014-05-15 10:00:00,4916,2014,5,10,Thursday,False,7.84
,0.0,0.0,32,Clouds,scattered clouds,2014-05-15 11:00:00,5977,2014,5,11,Thursday,False,7.77
,0.0,0.0,80,Clouds,broken clouds,2014-05-15 12:00:00,5423,2014,5,12,Thursday,False,8.24
,0.0,0.0,80,Clouds,broken clouds,2014-05-15 13:00:00,5468,2014,5,13,Thursday,False,9.59
,0.0,0.0,80,Clouds,broken clouds,2014-05-15 14:00:00,5575,2014,5,14,Thursday,False,8.93
,0.0,0.0,44,Clouds,scattered clouds,2014-05-15 15:00:00,6224,2014,5,15,Thursday,False,10.58
,0.0,0.0,44,Clouds,scattered clouds,2014-05-15 16:00:00,6539,2014,5,16,Thursday,False,8.77
,0.0,0.0,44,Clouds,scattered clouds,2014-05-15 17:00:00,6315,2014,5,17,Thursday,False,8.65
,0.0,0.0,76,Clouds,broken clouds,2014-05-15 18:00:00,4746,2014,5,18,Thursday,False,9.1
,0.0,0.0,76,Clouds,broken clouds,2014-05-15 19:00:00,3589,2014,5,19,Thursday,False,8.06
,0.0,0.0,76,Clouds,broken clouds,2014-05-15 20:00:00,3349,2014,5,20,Thursday,False,7.49
,0.25,0.0,90,Rain,light rain or drizzle,2014-05-15 21:00:00,3284,2014,5,21,Thursday,False,6.94
,0.0,0.0,68,Clouds,broken clouds,2014-05-15 22:00:00,2177,2014,5,22,Thursday,False,6.71
,0.0,0.0,68,Clouds,broken clouds,2014-05-15 23:00:00,1321,2014,5,23,Thursday,False,7.06
,0.0,0.0,32,Clouds,scattered clouds,2014-05-16 00:00:00,741,2014,5,0,Friday,False,6.39
,0.0,0.0,90,Clouds,overcast clouds,2014-05-16 01:00:00,477,2014,5,1,Friday,False,6.06
,0.0,0.0,32,Clouds,scattered clouds,2014-05-16 02:00:00,386,2014,5,2,Friday,False,5.6
,0.0,0.0,20,Clouds,few clouds,2014-05-16 03:00:00,499,2014,5,3,Friday,False,5.08
,0.0,0.0,20,Clouds,few clouds,2014-05-16 04:00:00,785,2014,5,4,Friday,False,4.49
,0.0,0.0,8,Clear,sky is clear,2014-05-16 05:00:00,2732,2014,5,5,Friday,False,4.33
,0.0,0.0,0,Clear,sky is clear,2014-05-16 06:00:00,5577,2014,5,6,Friday,False,4.22
,0.0,0.0,0,Clear,sky is clear,2014-05-16 07:00:00,6503,2014,5,7,Friday,False,5.12
,0.0,0.0,12,Clouds,few clouds,2014-05-16 08:00:00,5857,2014,5,8,Friday,False,6.58
,0.0,0.0,90,Clouds,overcast clouds,2014-05-16 09:00:00,5639,2014,5,9,Friday,False,7.65
,0.0,0.0,12,Clouds,few clouds,2014-05-16 10:00:00,4781,2014,5,10,Friday,False,8.9
,0.0,0.0,40,Clouds,scattered clouds,2014-05-16 11:00:00,5379,2014,5,11,Friday,False,9.0
,0.0,0.0,48,Clouds,scattered clouds,2014-05-16 12:00:00,5669,2014,5,12,Friday,False,10.05
,0.0,0.0,48,Clouds,scattered clouds,2014-05-16 13:00:00,5482,2014,5,13,Friday,False,10.39
,0.0,0.0,48,Clouds,scattered clouds,2014-05-16 14:00:00,5860,2014,5,14,Friday,False,10.91
,0.0,0.0,90,Clouds,overcast clouds,2014-05-16 15:00:00,6154,2014,5,15,Friday,False,11.35
,0.0,0.0,48,Clouds,scattered clouds,2014-05-16 16:00:00,6361,2014,5,16,Friday,False,11.53
,0.0,0.0,48,Clouds,scattered clouds,2014-05-16 17:00:00,6185,2014,5,17,Friday,False,11.91
,0.0,0.0,56,Clouds,broken clouds,2014-05-16 18:00:00,5254,2014,5,18,Friday,False,11.92
,0.0,0.0,56,Clouds,broken clouds,2014-05-16 19:00:00,3984,2014,5,19,Friday,False,11.51
,0.0,0.0,56,Clouds,broken clouds,2014-05-16 20:00:00,3117,2014,5,20,Friday,False,11.02
,0.0,0.0,90,Clouds,overcast clouds,2014-05-16 21:00:00,2984,2014,5,21,Friday,False,10.25
,0.0,0.0,75,Clouds,broken clouds,2014-05-16 22:00:00,2897,2014,5,22,Friday,False,9.05
,0.0,0.0,75,Clouds,broken clouds,2014-05-16 23:00:00,2282,2014,5,23,Friday,False,7.98
,0.0,0.0,1,Clear,sky is clear,2014-05-17 00:00:00,1304,2014,5,0,Saturday,True,6.32
,0.0,0.0,40,Clouds,scattered clouds,2014-05-17 01:00:00,835,2014,5,1,Saturday,True,5.64
,0.0,0.0,40,Clouds,scattered clouds,2014-05-17 02:00:00,620,2014,5,2,Saturday,True,5.42
,0.0,0.0,40,Clouds,scattered clouds,2014-05-17 03:00:00,387,2014,5,3,Saturday,True,5.35
,0.0,0.0,1,Clear,sky is clear,2014-05-17 04:00:00,431,2014,5,4,Saturday,True,5.34
,0.0,0.0,1,Clear,sky is clear,2014-05-17 05:00:00,876,2014,5,5,Saturday,True,5.53
,0.0,0.0,1,Clear,sky is clear,2014-05-17 06:00:00,1725,2014,5,6,Saturday,True,5.51
,0.0,0.0,0,Clear,sky is clear,2014-05-17 07:00:00,2499,2014,5,7,Saturday,True,5.99
,0.0,0.0,1,Clear,sky is clear,2014-05-17 08:00:00,3545,2014,5,8,Saturday,True,8.48
,0.0,0.0,0,Clear,sky is clear,2014-05-17 09:00:00,4045,2014,5,9,Saturday,True,11.05
,0.0,0.0,0,Clear,sky is clear,2014-05-17 10:00:00,4448,2014,5,10,Saturday,True,13.62
,0.0,0.0,1,Clear,sky is clear,2014-05-17 11:00:00,4854,2014,5,11,Saturday,True,15.29
,0.0,0.0,1,Clear,sky is clear,2014-05-17 12:00:00,5295,2014,5,12,Saturday,True,16.61
,0.0,0.0,40,Clouds,scattered clouds,2014-05-17 13:00:00,5001,2014,5,13,Saturday,True,17.22
,0.0,0.0,0,Haze,haze,2014-05-17 14:00:00,5308,2014,5,14,Saturday,True,17.68
,0.0,0.0,1,Clear,sky is clear,2014-05-17 15:00:00,5028,2014,5,15,Saturday,True,18.27
,0.0,0.0,40,Clouds,scattered clouds,2014-05-17 16:00:00,4893,2014,5,16,Saturday,True,18.87
,0.0,0.0,0,Clear,sky is clear,2014-05-17 17:00:00,4906,2014,5,17,Saturday,True,18.9
,0.0,0.0,75,Clouds,broken clouds,2014-05-17 18:00:00,4258,2014,5,18,Saturday,True,18.85
,0.0,0.0,75,Clouds,broken clouds,2014-05-17 19:00:00,3699,2014,5,19,Saturday,True,18.43
,0.0,0.0,0,Clear,sky is clear,2014-05-17 20:00:00,3317,2014,5,20,Saturday,True,17.65
,0.0,0.0,75,Clouds,broken clouds,2014-05-17 21:00:00,3226,2014,5,21,Saturday,True,14.98
,0.0,0.0,90,Clouds,overcast clouds,2014-05-17 22:00:00,3061,2014,5,22,Saturday,True,13.58
,0.0,0.0,75,Clouds,broken clouds,2014-05-17 23:00:00,2473,2014,5,23,Saturday,True,12.3
,0.0,0.0,32,Clouds,scattered clouds,2014-05-18 00:00:00,1324,2014,5,0,Sunday,True,11.96
,0.0,0.0,1,Clear,sky is clear,2014-05-18 01:00:00,859,2014,5,1,Sunday,True,11.84
,0.0,0.0,1,Clear,sky is clear,2014-05-18 02:00:00,614,2014,5,2,Sunday,True,11.46
,0.0,0.0,1,Clear,sky is clear,2014-05-18 03:00:00,389,2014,5,3,Sunday,True,11.0
,0.0,0.0,1,Clear,sky is clear,2014-05-18 04:00:00,357,2014,5,4,Sunday,True,10.52
,0.0,0.0,1,Clear,sky is clear,2014-05-18 05:00:00,595,2014,5,5,Sunday,True,10.33
,0.0,0.0,1,Clear,sky is clear,2014-05-18 06:00:00,1026,2014,5,6,Sunday,True,9.82
,0.0,0.0,1,Clear,sky is clear,2014-05-18 07:00:00,1336,2014,5,7,Sunday,True,11.08
,0.0,0.0,1,Clear,sky is clear,2014-05-18 08:00:00,2217,2014,5,8,Sunday,True,12.94
,0.0,0.0,1,Clear,sky is clear,2014-05-18 09:00:00,3349,2014,5,9,Sunday,True,15.18
,0.0,0.0,1,Clear,sky is clear,2014-05-18 10:00:00,4131,2014,5,10,Sunday,True,18.2
,0.0,0.0,1,Clear,sky is clear,2014-05-18 11:00:00,4351,2014,5,11,Sunday,True,19.72
,0.0,0.0,0,Haze,haze,2014-05-18 12:00:00,5064,2014,5,12,Sunday,True,20.86
,0.0,0.0,40,Clouds,scattered clouds,2014-05-18 13:00:00,4879,2014,5,13,Sunday,True,21.53
,0.0,0.0,40,Clouds,scattered clouds,2014-05-18 14:00:00,4914,2014,5,14,Sunday,True,21.97
,0.0,0.0,1,Clear,sky is clear,2014-05-18 15:00:00,4786,2014,5,15,Sunday,True,22.04
,0.0,0.0,40,Clouds,scattered clouds,2014-05-18 16:00:00,4734,2014,5,16,Sunday,True,22.01
,0.0,0.0,75,Clouds,broken clouds,2014-05-18 17:00:00,4193,2014,5,17,Sunday,True,22.01
,0.0,0.0,0,Clear,sky is clear,2014-05-18 18:00:00,3944,2014,5,18,Sunday,True,21.95
,0.0,0.0,0,Clear,sky is clear,2014-05-18 19:00:00,3457,2014,5,19,Sunday,True,21.47
,0.0,0.0,1,Clear,sky is clear,2014-05-18 20:00:00,3145,2014,5,20,Sunday,True,20.24
,0.0,0.0,1,Clear,sky is clear,2014-05-18 21:00:00,2760,2014,5,21,Sunday,True,18.13
,0.0,0.0,1,Clear,sky is clear,2014-05-18 22:00:00,2002,2014,5,22,Sunday,True,17.4
,0.0,0.0,1,Clear,sky is clear,2014-05-18 23:00:00,1150,2014,5,23,Sunday,True,16.57
,0.0,0.0,1,Clear,sky is clear,2014-05-19 00:00:00,585,2014,5,0,Monday,False,16.32
,0.0,0.0,1,Clear,sky is clear,2014-05-19 01:00:00,381,2014,5,1,Monday,False,15.43
